Dynamic,Inc,25000,0.2,0.015462626000953605
Dynamic,Dec,25000,0.2,0.005898466002690839
Bellman-Ford,Mixed,25000,0.2,0.12132238599951961
Dijkstra,Mixed,25000,0.2,0.002000937001866987
Dynamic,Mixed,25000,0.2,0.006234215001313714
Bellman-Ford,Inc,25000,0.3,0.1239733399997931
Dijkstra,Inc,25000,0.3,0.0020366839999041986
Bellman-Ford,Dec,25000,0.3,0.12318956200033426
Dijkstra,Dec,25000,0.3,0.002042615000391379
Dynamic,Inc,25000,0.3,0.014197697997587966
Dynamic,Dec,25000,0.3,0.008379802999115782
Bellman-Ford,Mixed,25000,0.3,0.1206185680021008
Dijkstra,Mixed,25000,0.3,0.002011698001297191
Dynamic,Mixed,25000,0.3,0.008044043999689166
Bellman-Ford,Inc,25000,0.4,0.12106080599915003
Dijkstra,Inc,25000,0.4,0.0020291300024837255
Bellman-Ford,Dec,25000,0.4,0.12243057100204169
Dijkstra,Dec,25000,0.4,0.002078391997201834
Dynamic,Inc,25000,0.4,0.01264963900030125
Dynamic,Dec,25000,0.4,0.010207896000792971
Bellman-Ford,Mixed,25000,0.4,0.12352754500170704
Dijkstra,Mixed,25000,0.4,0.002055207998637343
Dynamic,Mixed,25000,0.4,0.009876324998913333
Bellman-Ford,Inc,25000,0.5,0.12271568500000285
Dijkstra,Inc,25000,0.5,0.002180793999286834
Bellman-Ford,Dec,25000,0.5,0.12281839700153796
Dijkstra,Dec,25000,0.5,0.0020572630019159988
Dynamic,Inc,25000,0.5,0.01113217700185487
Dynamic,Dec,25000,0.5,0.011320278998027788
Bellman-Ford,Mixed,25000,0.5,0.12136260199986282
Dijkstra,Mixed,25000,0.5,0.0019833450023725163
Dynamic,Mixed,25000,0.5,0.012983474000066053
Bellman-Ford,Inc,25000,0.1,0.12763040899881162
Dijkstra,Inc,25000,0.1,0.002059246999124298
Bellman-Ford,Dec,25000,0.1,0.12117366799793672
Dijkstra,Dec,25000,0.1,0.002068734000204131
Dynamic,Inc,25000,0.1,0.013902866001444636
Dynamic,Dec,25000,0.1,0.0025436630021431483
Bellman-Ford,Mixed,25000,0.1,0.12806448199989973
Dijkstra,Mixed,25000,0.1,0.002013559998886194
Dynamic,Mixed,25000,0.1,0.002685870000277646
Bellman-Ford,Inc,25000,0.2,0.12233744599870988
Dijkstra,Inc,25000,0.2,0.00199835199964582
Bellman-Ford,Dec,25000,0.2,0.12216823900234886
Dijkstra,Dec,25000,0.2,0.00203246700039017
Dynamic,Inc,25000,0.2,0.012611637001100462
Dynamic,Dec,25000,0.2,0.004336401001637569
Bellman-Ford,Mixed,25000,0.2,0.1223878609998792
Dijkstra,Mixed,25000,0.2,0.0020630230028473306
Dynamic,Mixed,25000,0.2,0.004535043000942096
Bellman-Ford,Inc,25000,0.3,0.12352569200083963
Dijkstra,Inc,25000,0.3,0.0020135099985054694
Bellman-Ford,Dec,25000,0.3,0.1229205390009156
Dijkstra,Dec,25000,0.3,0.0020427550007298123
Dynamic,Inc,25000,0.3,0.013148772999556968
Dynamic,Dec,25000,0.3,0.005920447001699358
Bellman-Ford,Mixed,25000,0.3,0.12256873000296764
Dijkstra,Mixed,25000,0.3,0.0020041930001752917
Dynamic,Mixed,25000,0.3,0.006518317000882234
Bellman-Ford,Inc,25000,0.4,0.12131838800269179
Dijkstra,Inc,25000,0.4,0.0021076070006529335
Bellman-Ford,Dec,25000,0.4,0.12116950899871881
Dijkstra,Dec,25000,0.4,0.002048415997705888
Dynamic,Inc,25000,0.4,0.010389867002231767
Dynamic,Dec,25000,0.4,0.007512156997108832
Bellman-Ford,Mixed,25000,0.4,0.12176523499874747
Dijkstra,Mixed,25000,0.4,0.0019915390003006905
Dynamic,Mixed,25000,0.4,0.007865048999519786
Bellman-Ford,Inc,25000,0.5,0.12205715099844383
Dijkstra,Inc,25000,0.5,0.00202977099979762
Bellman-Ford,Dec,25000,0.5,0.12173581000024569
Dijkstra,Dec,25000,0.5,0.002046723002422368
Dynamic,Inc,25000,0.5,0.009117273999436293
Dynamic,Dec,25000,0.5,0.010188478998315986
Bellman-Ford,Mixed,25000,0.5,0.1221829579990299
Dijkstra,Mixed,25000,0.5,0.0021334949997253716
Dynamic,Mixed,25000,0.5,0.00933249599984265
Bellman-Ford,Inc,25000,0.1,0.24713090200020815
Dijkstra,Inc,25000,0.1,0.002189920996897854
Bellman-Ford,Dec,25000,0.1,0.12268497699915315
Dijkstra,Dec,25000,0.1,0.002035442001215415
